"Entry"	"Entry Name"	"Protein names"	"Gene Names"	"Organism"	"Gene Ontology IDs"	"Gene Ontology (GO)"	"Gene Ontology (biological process)"	"Gene Ontology (cellular component)"	"Gene Ontology (molecular function)"	"Organism (ID)"	"Gene Names (synonym)"	"Gene Names (ordered locus)"	"Gene Names (ORF)"	"Gene Names (primary)"	"Proteomes"	"Protein families"	"RefSeq"	"KEGG"	"GeneID"	"EnsemblBacteria"	"Annotation"	"Keywords"	"Caution"	"Keyword ID"	"Miscellaneous [CC]"	"Protein existence"	"Reviewed"	"Tools"	"UniParc"	"Comments"	"Features"	"Taxonomic lineage"	"Taxonomic lineage (Ids)"	"Virus hosts"	"Intramembrane"	"Subcellular location [CC]"	"Topological domain"	"Transmembrane"
"Q8PYZ9"	"Q8PYZ9_METMA"	"Conserved protein"	"MM_0699"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0699"			"UP000000595: Chromosome"		"WP_011032650.1;"	"mma:MM_0699;"	"44086084;66137913;"	"AAM30395;"	1					"Predicted"	"unreviewed"		"UPI0000068B2F"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ00"	"Q8PZ00_METMA"	"Dihydropteroate synthase (EC 2.5.1.15)"	"MM_0698"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0004156; GO:0009396"	"dihydropteroate synthase activity [GO:0004156]; folic acid-containing compound biosynthetic process [GO:0009396]"	"folic acid-containing compound biosynthetic process [GO:0009396]"		"dihydropteroate synthase activity [GO:0004156]"	192952		"MM_0698"			"UP000000595: Chromosome"		"WP_011032649.1;"	"mma:MM_0698;"	"44086085;66137914;"	"AAM30394;"	1	"Transferase"		"KW-0808"		"Predicted"	"unreviewed"		"UPI0000068B2E"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ02"	"Q8PZ02_METMA"	"Beta-phosphoglucomutase (EC 5.4.2.6)"	"MM_0696"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0008801"	"beta-phosphoglucomutase activity [GO:0008801]"			"beta-phosphoglucomutase activity [GO:0008801]"	192952		"MM_0696"			"UP000000595: Chromosome"	"HAD-like hydrolase superfamily"	"WP_011032647.1;"	"mma:MM_0696;"	"44086087;66137916;"	"AAM30392;"	1	"Isomerase"		"KW-0413"		"Inferred from homology"	"unreviewed"		"UPI0000068B2C"	"SIMILARITY (1)"		"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ03"	"Q8PZ03_METMA"	"Cleavage and polyadenylation specificity factor 100 kD subunit"	"MM_0695"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0003723; GO:0046872"	"metal ion binding [GO:0046872]; RNA binding [GO:0003723]"			"metal ion binding [GO:0046872]; RNA binding [GO:0003723]"	192952		"MM_0695"			"UP000000595: Chromosome"		"WP_011032646.1;"	"mma:MM_0695;"	"44086088;66137917;"	"AAM30391;"	1	"3D-structure;Metal-binding;RNA-binding;Zinc"		"KW-0002; KW-0479; KW-0694; KW-0862"		"Evidence at protein level"	"unreviewed"		"UPI0000068B2B"		"Binding site (8); Domain (3)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ05"	"Q8PZ05_METMA"	"Conserved protein"	"MM_0693"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0693"			"UP000000595: Chromosome"		"WP_011032644.1;"	"mma:MM_0693;"	"44086090;"	"AAM30389;"	1					"Predicted"	"unreviewed"		"UPI0000068B29"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ07"	"Q8PZ07_METMA"	"Conserved protein"	"MM_0691"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0005524; GO:0046872"	"ATP binding [GO:0005524]; metal ion binding [GO:0046872]"			"ATP binding [GO:0005524]; metal ion binding [GO:0046872]"	192952		"MM_0691"			"UP000000595: Chromosome"		"WP_011032642.1;"	"mma:MM_0691;"	"1479033;"	"AAM30387;"	1	"ATP-binding;Nucleotide-binding"		"KW-0067; KW-0547"		"Predicted"	"unreviewed"		"UPI0000068B27"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ08"	"Q8PZ08_METMA"	"Conserved protein"	"MM_0690"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0043023"	"ribosomal large subunit binding [GO:0043023]"			"ribosomal large subunit binding [GO:0043023]"	192952		"MM_0690"			"UP000000595: Chromosome"		"WP_011032641.1;"	"mma:MM_0690;"	"24838238;66137922;"	"AAM30386;"	1					"Predicted"	"unreviewed"		"UPI0000068B26"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ10"	"Q8PZ10_METMA"	"Nitrogenase iron protein (EC 1.18.6.1)"	"MM_0687"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016163; GO:0018697"	"carbonyl sulfide nitrogenase activity [GO:0018697]; nitrogenase activity [GO:0016163]"			"carbonyl sulfide nitrogenase activity [GO:0018697]; nitrogenase activity [GO:0016163]"	192952		"MM_0687"			"UP000000595: Chromosome"		"WP_011032638.1;"	"mma:MM_0687;"	"1479029;"	"AAM30383;"	1	"Oxidoreductase"		"KW-0560"		"Predicted"	"unreviewed"		"UPI0000068B24"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ12"	"Q8PZ12_METMA"	"Uncharacterized protein"	"MM_0683"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0683"			"UP000000595: Chromosome"			"mma:MM_0683;"		"AAM30379;"	1					"Predicted"	"unreviewed"		"UPI0000068B22"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ13"	"Q8PZ13_METMA"	"Integral membrane protein"	"MM_0682"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0004252; GO:0016020"	"membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]"		"membrane [GO:0016020]"	"serine-type endopeptidase activity [GO:0004252]"	192952		"MM_0682"			"UP000000595: Chromosome"		"WP_011032633.1;"	"mma:MM_0682;"	"44086100;66137929;"	"AAM30378;"	1	"Membrane;Transmembrane;Transmembrane helix"		"KW-0472; KW-0812; KW-1133"		"Predicted"	"unreviewed"		"UPI0000068B21"	"SUBCELLULAR LOCATION (1)"	"Domain (1); Transmembrane (5)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"			"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."		"TRANSMEM 29..51; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 71..92; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 104..122; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 134..151; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 186..204; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
"Q8PZ14"	"Q8PZ14_METMA"	"Conserved protein"	"MM_0681"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0681"			"UP000000595: Chromosome"		"WP_011032632.1;"	"mma:MM_0681;"	"24863739;"	"AAM30377;"	1					"Predicted"	"unreviewed"		"UPI0000068B20"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ15"	"Q8PZ15_METMA"	"Conserved protein"	"MM_0680"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0004540"	"ribonuclease activity [GO:0004540]"			"ribonuclease activity [GO:0004540]"	192952		"MM_0680"			"UP000000595: Chromosome"		"WP_011032631.1;"	"mma:MM_0680;"	"24863740;"	"AAM30376;"	1					"Predicted"	"unreviewed"		"UPI0000068B1F"		"Compositional bias (1); Domain (1); Region (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ16"	"Y679_METMA"	"UPF0285 protein MM_0679"	"MM_0679"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0679"			"UP000000595: Chromosome"	"UPF0285 family"	"WP_011032630.1;"	"mma:MM_0679;"	"1479021;"	"AAM30375;"	1					"Inferred from homology"	"reviewed"		"UPI0000068B1E"	"SIMILARITY (1)"	"Chain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ17"	"Q8PZ17_METMA"	"Conserved protein"	"MM_0678"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0678"			"UP000000595: Chromosome"		"WP_011032629.1;"	"mma:MM_0678;"	"44086104;66137933;"	"AAM30374;"	1					"Predicted"	"unreviewed"		"UPI0000068B1D"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ18"	"Q8PZ18_METMA"	"Acetolactate synthase small subunit"	"MM_0677"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0677"			"UP000000595: Chromosome"			"mma:MM_0677;"		"AAM30373;"	1					"Predicted"	"unreviewed"		"UPI0000068B1C"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ19"	"Q8PZ19_METMA"	"Coenzyme F390 synthetase"	"MM_0676"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0010124; GO:0047475"	"phenylacetate-CoA ligase activity [GO:0047475]; phenylacetate catabolic process [GO:0010124]"	"phenylacetate catabolic process [GO:0010124]"		"phenylacetate-CoA ligase activity [GO:0047475]"	192952		"MM_0676"			"UP000000595: Chromosome"			"mma:MM_0676;"		"AAM30372;"	1					"Predicted"	"unreviewed"		"UPI0000068B1B"		"Domain (2)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ20"	"Q8PZ20_METMA"	"Conserved protein"	"MM_0675"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0003676"	"nucleic acid binding [GO:0003676]"			"nucleic acid binding [GO:0003676]"	192952		"MM_0675"			"UP000000595: Chromosome"		"WP_011032626.1;"	"mma:MM_0675;"	"44086107;"	"AAM30371;"	1					"Predicted"	"unreviewed"		"UPI0000068B1A"		"Domain (2)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ22"	"Q8PZ22_METMA"	"Conserved protein"	"MM_0673"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0004177; GO:0006508; GO:0046872"	"aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]; proteolysis [GO:0006508]"	"proteolysis [GO:0006508]"		"aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]"	192952		"MM_0673"			"UP000000595: Chromosome"	"Peptidase M42 family"	"WP_011032624.1;"	"mma:MM_0673;"	"1479015;"	"AAM30369;"	1	"Aminopeptidase;Hydrolase;Metal-binding;Protease"		"KW-0031; KW-0378; KW-0479; KW-0645"		"Inferred from homology"	"unreviewed"		"UPI0000068B19"	"COFACTOR (1); SIMILARITY (1)"	"Active site (1); Binding site (6)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ23"	"Q8PZ23_METMA"	"BioF2-like acetyltransferase domain-containing protein"	"MM_0672"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016755; GO:0044038"	"aminoacyltransferase activity [GO:0016755]; cell wall macromolecule biosynthetic process [GO:0044038]"	"cell wall macromolecule biosynthetic process [GO:0044038]"		"aminoacyltransferase activity [GO:0016755]"	192952		"MM_0672"			"UP000000595: Chromosome"			"mma:MM_0672;"		"AAM30368;"	1					"Predicted"	"unreviewed"		"UPI0000068B18"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ27"	"Q8PZ27_METMA"	"Nitroreductase family protein"	"MM_0667"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016491"	"oxidoreductase activity [GO:0016491]"			"oxidoreductase activity [GO:0016491]"	192952		"MM_0667"			"UP000000595: Chromosome"		"WP_011032618.1;"	"mma:MM_0667;"	"44086116;66137944;"	"AAM30363;"	1					"Predicted"	"unreviewed"		"UPI0000068B14"		"Domain (2)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ29"	"Q8PZ29_METMA"	"Uncharacterized protein"	"MM_0665"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_0665"			"UP000000595: Chromosome"			"mma:MM_0665;"		"AAM30361;"	1					"Predicted"	"unreviewed"		"UPI0000068B12"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ30"	"Q8PZ30_METMA"	"Glutamate synthase (NADPH) (EC 1.4.1.13)"	"MM_0664"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0004355; GO:0005737; GO:0051536"	"cytoplasm [GO:0005737]; glutamate synthase (NADPH) activity [GO:0004355]; iron-sulfur cluster binding [GO:0051536]"		"cytoplasm [GO:0005737]"	"glutamate synthase (NADPH) activity [GO:0004355]; iron-sulfur cluster binding [GO:0051536]"	192952		"MM_0664"			"UP000000595: Chromosome"		"WP_011032615.1;"	"mma:MM_0664;"	"44086120;66137948;"	"AAM30360;"	1	"Oxidoreductase"		"KW-0560"		"Predicted"	"unreviewed"		"UPI0000068B11"	"SUBCELLULAR LOCATION (1)"	"Compositional bias (1); Domain (2); Region (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"			"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}."		
"Q8PZ31"	"Q8PZ31_METMA"	"Putative dihydroorotate dehydrogenase electron transfer subunit"	"MM_0663"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0006221; GO:0016491; GO:0046872; GO:0050660; GO:0051537"	"2 iron, 2 sulfur cluster binding [GO:0051537]; flavin adenine dinucleotide binding [GO:0050660]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; pyrimidine nucleotide biosynthetic process [GO:0006221]"	"pyrimidine nucleotide biosynthetic process [GO:0006221]"		"2 iron, 2 sulfur cluster binding [GO:0051537]; flavin adenine dinucleotide binding [GO:0050660]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]"	192952		"MM_0663"			"UP000000595: Chromosome"		"WP_011032614.1;"	"mma:MM_0663;"	"44086121;66137949;"	"AAM30359;"	1	"2Fe-2S;FAD;Flavoprotein;Iron;Iron-sulfur;Metal-binding"		"KW-0001; KW-0274; KW-0285; KW-0408; KW-0411; KW-0479"		"Predicted"	"unreviewed"		"UPI0000068B10"	"COFACTOR (2)"	"Binding site (4); Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ32"	"Q8PZ32_METMA"	"Transcriptional regulator, ArsR family"	"MM_0662"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0003700"	"DNA-binding transcription factor activity [GO:0003700]"			"DNA-binding transcription factor activity [GO:0003700]"	192952		"MM_0662"			"UP000000595: Chromosome"		"WP_011032613.1;"	"mma:MM_0662;"	"44086125;66137953;"	"AAM30358;"	1					"Predicted"	"unreviewed"		"UPI0000068B0F"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PZ37"	"Q8PZ37_METMA"	"Polysaccharide ABC transporter, permease protein"	"MM_0657"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0043190; GO:0140359"	"ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]"		"ATP-binding cassette (ABC) transporter complex [GO:0043190]"	"ABC-type transporter activity [GO:0140359]"	192952		"MM_0657"			"UP000000595: Chromosome"			"mma:MM_0657;"		"AAM30353;"	1	"Membrane;Transmembrane;Transmembrane helix"		"KW-0472; KW-0812; KW-1133"		"Predicted"	"unreviewed"		"UPI0000068B0A"	"SUBCELLULAR LOCATION (1)"	"Domain (1); Transmembrane (6)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"			"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."		"TRANSMEM 53..75; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 87..106; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 127..155; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 161..184; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 196..215; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 250..271; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
